Index,Length,MOSI,MISO
2760,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2761,5,80 D4 00 18 00,00 00 00 01 84
2762,5,80 D4 00 18 00,00 00 00 01 84
2763,5,00 D4 00 18 20,00 00 00 01 00
2764,5,80 D4 00 18 00,00 00 00 01 94
2765,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2767,5,80 D4 00 18 00,00 00 00 01 94
2768,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2766,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2770,5,00 D4 00 18 40,00 00 00 01 00
2771,5,00 D4 00 00 20,00 00 00 01 00
2772,5,80 D4 00 00 00,00 00 00 01 81
2773,5,00 D4 00 00 02,00 00 00 01 00
2774,5,80 D4 00 00 00,00 00 00 01 A1
2775,5,80 D4 00 18 00,00 00 00 01 44
2776,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2777,69,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 09 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B 1A 6C 9C AD 4C 8A 56 34 FA 5A 1F B3 C6 82 B0 38 89 FE E2 6D 41 5A 08 CA 24 18 59 7D 04 64 A3 FA,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2779,5,80 D4 00 18 00,00 00 00 01 84
2780,5,80 D4 00 18 00,00 00 00 01 84
2781,5,00 D4 00 18 20,00 00 00 01 00
2782,5,80 D4 00 18 00,00 00 00 01 94
2783,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2785,5,80 D4 00 18 00,00 00 00 01 94
2786,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2784,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2788,5,00 D4 00 18 40,00 00 00 01 00
2789,5,00 D4 00 00 20,00 00 00 01 00
2790,5,80 D4 00 00 00,00 00 00 01 81
2791,5,00 D4 00 00 02,00 00 00 01 00
2792,5,80 D4 00 00 00,00 00 00 01 A1
2793,5,80 D4 00 18 00,00 00 00 01 44
2794,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2795,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2796,5,80 D4 00 18 00,00 00 00 01 84
2797,5,80 D4 00 18 00,00 00 00 01 84
2798,5,00 D4 00 18 20,00 00 00 01 00
2799,5,80 D4 00 18 00,00 00 00 01 94
2800,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2802,5,80 D4 00 18 00,00 00 00 01 94
2803,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2801,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2805,5,00 D4 00 18 40,00 00 00 01 00
2806,5,00 D4 00 00 20,00 00 00 01 00
2807,5,80 D4 00 00 00,00 00 00 01 81
2808,5,00 D4 00 00 02,00 00 00 01 00
2809,5,80 D4 00 00 00,00 00 00 01 A1
2810,5,80 D4 00 18 00,00 00 00 01 44
2811,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2812,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2813,5,80 D4 00 18 00,00 00 00 01 84
2814,5,80 D4 00 18 00,00 00 00 01 84
2815,5,00 D4 00 18 20,00 00 00 01 00
2816,5,80 D4 00 18 00,00 00 00 01 94
2817,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2819,5,80 D4 00 18 00,00 00 00 01 94
2820,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2818,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2822,5,00 D4 00 18 40,00 00 00 01 00
2823,5,00 D4 00 00 20,00 00 00 01 00
2824,5,80 D4 00 00 00,00 00 00 01 81
2825,5,00 D4 00 00 02,00 00 00 01 00
2826,5,80 D4 00 00 00,00 00 00 01 A1
2827,5,80 D4 00 18 00,00 00 00 01 44
2828,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2829,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 44 3A 6B 7B 82 B7 AF 56 4F 2E 39 3C D9 D5 A3 88 B7 FA 4A 98,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2830,5,80 D4 00 18 00,00 00 00 01 84
2831,5,80 D4 00 18 00,00 00 00 01 84
2832,5,00 D4 00 18 20,00 00 00 01 00
2833,5,80 D4 00 18 00,00 00 00 01 94
2834,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2836,5,80 D4 00 18 00,00 00 00 01 94
2837,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2835,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2839,5,00 D4 00 18 40,00 00 00 01 00
2840,5,00 D4 00 00 20,00 00 00 01 00
2841,5,80 D4 00 00 00,00 00 00 01 81
2842,5,00 D4 00 00 02,00 00 00 01 00
2843,5,80 D4 00 00 00,00 00 00 01 A1
2844,5,80 D4 00 18 00,00 00 00 01 44
2845,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2846,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2847,5,80 D4 00 18 00,00 00 00 01 84
2848,5,80 D4 00 18 00,00 00 00 01 84
2849,5,00 D4 00 18 20,00 00 00 01 00
2850,5,80 D4 00 18 00,00 00 00 01 94
2851,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2853,5,80 D4 00 18 00,00 00 00 01 94
2854,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2852,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2856,5,00 D4 00 18 40,00 00 00 01 00
2857,5,00 D4 00 00 20,00 00 00 01 00
2858,5,80 D4 00 00 00,00 00 00 01 81
2859,5,00 D4 00 00 02,00 00 00 01 00
2860,5,80 D4 00 00 00,00 00 00 01 A1
2861,5,80 D4 00 18 00,00 00 00 01 44
2862,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2863,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2864,5,80 D4 00 18 00,00 00 00 01 84
2865,5,80 D4 00 18 00,00 00 00 01 84
2866,5,00 D4 00 18 20,00 00 00 01 00
2867,5,80 D4 00 18 00,00 00 00 01 94
2868,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2870,5,80 D4 00 18 00,00 00 00 01 94
2871,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2869,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2873,5,00 D4 00 18 40,00 00 00 01 00
2874,5,00 D4 00 00 20,00 00 00 01 00
2875,5,80 D4 00 00 00,00 00 00 01 81
2876,5,00 D4 00 00 02,00 00 00 01 00
2877,5,80 D4 00 00 00,00 00 00 01 A1
2878,5,80 D4 00 18 00,00 00 00 01 44
2879,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2880,69,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B D8 04 3D 6B 7B 85 AD 35 8E B3 B6 AE 6A 87 3A B7 EF 23 A2 63 52 C5 DC 4F AA 5A EE DA CF 5E B4 1B,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2882,5,80 D4 00 18 00,00 00 00 01 84
2883,5,80 D4 00 18 00,00 00 00 01 84
2884,5,00 D4 00 18 20,00 00 00 01 00
2885,5,80 D4 00 18 00,00 00 00 01 94
2886,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2888,5,80 D4 00 18 00,00 00 00 01 94
2889,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2887,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2891,5,00 D4 00 18 40,00 00 00 01 00
2892,5,00 D4 00 00 20,00 00 00 01 00
2893,5,80 D4 00 00 00,00 00 00 01 81
2894,5,00 D4 00 00 02,00 00 00 01 00
2895,5,80 D4 00 00 00,00 00 00 01 A1
2896,5,80 D4 00 18 00,00 00 00 01 44
2897,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2898,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2899,5,80 D4 00 18 00,00 00 00 01 84
2900,5,80 D4 00 18 00,00 00 00 01 84
2901,5,00 D4 00 18 20,00 00 00 01 00
2902,5,80 D4 00 18 00,00 00 00 01 94
2903,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2905,5,80 D4 00 18 00,00 00 00 01 94
2906,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2904,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2908,5,00 D4 00 18 40,00 00 00 01 00
2909,5,00 D4 00 00 20,00 00 00 01 00
2910,5,80 D4 00 00 00,00 00 00 01 81
2911,5,00 D4 00 00 02,00 00 00 01 00
2912,5,80 D4 00 00 00,00 00 00 01 A1
2913,5,80 D4 00 18 00,00 00 00 01 44
2914,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2915,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2916,5,80 D4 00 18 00,00 00 00 01 84
2917,5,80 D4 00 18 00,00 00 00 01 84
2918,5,00 D4 00 18 20,00 00 00 01 00
2919,5,80 D4 00 18 00,00 00 00 01 94
2920,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2922,5,80 D4 00 18 00,00 00 00 01 94
2923,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2921,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2925,5,00 D4 00 18 40,00 00 00 01 00
2926,5,00 D4 00 00 20,00 00 00 01 00
2927,5,80 D4 00 00 00,00 00 00 01 81
2928,5,00 D4 00 00 02,00 00 00 01 00
2929,5,80 D4 00 00 00,00 00 00 01 A1
2930,5,80 D4 00 18 00,00 00 00 01 44
2931,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2932,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 47 55 45 DD C9 78 D7 BF D0 36 FA CC 7E 2E 98 7F 48 18 9F 0D,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2933,5,80 D4 00 18 00,00 00 00 01 84
2934,5,80 D4 00 18 00,00 00 00 01 84
2935,5,00 D4 00 18 20,00 00 00 01 00
2936,5,80 D4 00 18 00,00 00 00 01 94
2937,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2939,5,80 D4 00 18 00,00 00 00 01 94
2940,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2938,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2942,5,00 D4 00 18 40,00 00 00 01 00
2943,5,00 D4 00 00 20,00 00 00 01 00
2944,5,80 D4 00 00 00,00 00 00 01 81
2945,5,00 D4 00 00 02,00 00 00 01 00
2946,5,80 D4 00 00 00,00 00 00 01 A1
2947,5,80 D4 00 18 00,00 00 00 01 44
2948,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2949,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2950,5,80 D4 00 18 00,00 00 00 01 84
2951,5,80 D4 00 18 00,00 00 00 01 84
2952,5,00 D4 00 18 20,00 00 00 01 00
2953,5,80 D4 00 18 00,00 00 00 01 94
2954,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2956,5,80 D4 00 18 00,00 00 00 01 94
2957,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2955,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2959,5,00 D4 00 18 40,00 00 00 01 00
2960,5,00 D4 00 00 20,00 00 00 01 00
2961,5,80 D4 00 00 00,00 00 00 01 81
2962,5,00 D4 00 00 02,00 00 00 01 00
2963,5,80 D4 00 00 00,00 00 00 01 A1
2964,5,80 D4 00 18 00,00 00 00 01 44
2965,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2966,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2967,5,80 D4 00 18 00,00 00 00 01 84
2968,5,80 D4 00 18 00,00 00 00 01 84
2969,5,00 D4 00 18 20,00 00 00 01 00
2970,5,80 D4 00 18 00,00 00 00 01 94
2971,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2973,5,80 D4 00 18 00,00 00 00 01 94
2974,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2972,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2976,5,00 D4 00 18 40,00 00 00 01 00
2977,5,00 D4 00 00 20,00 00 00 01 00
2978,5,80 D4 00 00 00,00 00 00 01 81
2979,5,00 D4 00 00 02,00 00 00 01 00
2980,5,80 D4 00 00 00,00 00 00 01 A1
2981,5,80 D4 00 18 00,00 00 00 01 44
2982,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2983,69,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B B5 4F 75 42 CB D8 72 A8 1A 9D 9D EA 83 9B 2B 8D 74 7C 7E BD 5E A6 61 5C 40 F4 2F 44 A6 DB EB A0,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2985,5,80 D4 00 18 00,00 00 00 01 84
2986,5,80 D4 00 18 00,00 00 00 01 84
2987,5,00 D4 00 18 20,00 00 00 01 00
2988,5,80 D4 00 18 00,00 00 00 01 94
2989,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2991,5,80 D4 00 18 00,00 00 00 01 94
2992,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2990,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2994,5,00 D4 00 18 40,00 00 00 01 00
2995,5,00 D4 00 00 20,00 00 00 01 00
2996,8,83 FC 0F 00 00 00 00 00,00 00 00 01 D1 15 1B 00
2997,5,80 DC 00 00 00,00 00 00 01 81
2998,8,C3 DC 00 0C 00 00 00 00,00 00 00 01 8F 00 00 00
2999,8,83 D4 00 14 00 00 00 00,00 00 00 01 97 06 00 30
3000,5,C0 F6 00 00 00,00 00 00 01 81
3001,5,00 D6 00 00 03,00 00 00 01 00
3002,5,80 F4 00 00 00,00 00 00 01 A1
3003,8,03 D6 00 08 8F 00 00 00,00 00 00 01 00 00 00 00
3004,5,00 FE 00 00 B0,00 00 00 01 00
3005,5,80 D4 00 00 00,00 00 00 01 81
3006,5,00 DE 00 00 02,00 00 00 01 00
3007,5,80 D6 00 00 00,00 00 00 01 A1
3008,5,80 FC 00 1C 00,00 00 00 01 44
3009,8,C3 FE 00 1C 00 00 00 00,00 00 00 01 44 FF 00 04
3011,5,80 D4 00 1C 00,00 00 00 01 0C
3012,5,80 F6 00 18 00,00 00 00 01 8C
3013,5,80 D6 00 1C 00,00 00 00 01 8C
3015,5,80 DE 00 18 00,00 00 00 01 84
3016,5,80 DC 00 18 00,00 00 00 01 84
3017,5,00 FC 00 18 20,00 00 00 01 00
3018,5,C0 FE 00 1C 00,00 00 00 01 84
3019,5,80 FC 00 18 00,00 00 00 01 94
3020,5,80 D4 00 18 00,00 00 00 01 94
3021,8,83 F4 00 1C 00 00 00 00,00 00 00 01 94 1B 00 04
3023,5,80 D4 00 18 00,00 00 00 01 94
3024,8,83 D4 00 1C 00 00 00 00,00 00 00 01 94 11 00 04
3022,14,89 F4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 29 00 00 00 61
3026,5,80 F4 00 1C 00,00 00 00 01 84
3027,5,80 F4 00 1C 00,00 00 00 01 84
3028,5,80 D6 00 18 40,00 00 00 01 00
3029,5,80 FC 00 00 B0,00 00 00 01 00
3030,5,80 DC 0F 04 00,00 00 00 01 16
3031,6,81 F6 0F 80 00 00,00 00 00 01 D1 15
3032,5,80 DC 00 00 00,00 00 00 01 81
3033,5,00 F4 00 00 82,00 00 00 01 00
3034,5,80 F4 00 00 00,00 00 00 01 A1
3035,5,C0 D4 00 1C 00,00 00 00 01 44
3036,8,83 FC 00 1C 00 00 00 00,00 00 00 01 44 FF 00 04
3038,5,80 D4 00 18 00,00 00 00 01 0C
3039,5,80 F4 00 18 00,00 00 00 01 8C
3040,5,80 D4 00 18 00,00 00 00 01 8C
3041,5,00 D6 00 34 00,00 00 00 01 00
3042,5,80 D4 00 18 00,00 00 00 01 84
3043,5,80 D6 00 1C 00,00 00 00 01 84
3044,5,80 DC 00 18 B0,00 00 00 01 00
3045,5,80 FC 00 1C 00,00 00 00 01 84
3046,5,80 DC 00 18 00,00 00 00 01 94
3047,5,C0 DC 00 1C 00,00 00 00 01 94
3048,8,83 DE 00 18 00 00 00 00,00 00 00 01 94 0A 00 04
3049,14,89 D4 00 26 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 0A 00 00 00 00
3050,5,80 F6 00 1C 00,00 00 00 01 84
3051,5,80 D4 00 1C 00,00 00 00 01 84
3052,5,80 FE 00 1C 60,00 00 00 01 00
3053,5,80 D6 00 18 00,00 00 00 01 04
3054,5,00 D4 00 1C 40,00 00 00 01 00
3055,5,80 F4 00 18 00,00 00 00 01 44
3056,8,83 FE 00 1C 00 00 00 00,00 00 00 01 44 FF 00 04
3058,5,80 F6 00 18 00,00 00 00 01 0C
3059,5,80 FE 00 1C 00,00 00 00 01 8C
3060,5,80 D4 00 1C 00,00 00 00 01 8C
3061,5,80 D4 00 36 81,00 00 00 01 00
3062,5,C0 F6 00 1C 00,00 00 00 01 84
3063,5,80 D4 00 18 00,00 00 00 01 84
3064,5,00 FE 00 18 20,00 00 00 01 00
3065,5,C0 D4 00 18 00,00 00 00 01 84
3066,5,80 F6 00 18 00,00 00 00 01 84
3067,5,80 D4 00 1C 00,00 00 00 01 84
3068,5,C0 F4 00 1C 00,00 00 00 01 94
3069,5,80 D6 00 18 00,00 00 00 01 94
3070,8,83 D6 00 1C 00 00 00 00,00 00 00 01 94 1B 00 04
3072,5,80 F4 00 18 00,00 00 00 01 94
3073,8,83 FE 00 18 00 00 00 00,00 00 00 01 94 11 00 04
3071,14,CD DE 00 26 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 29 00 00 00 61
3075,5,80 D4 00 18 00,00 00 00 01 84
3076,5,80 D4 00 18 00,00 00 00 01 84
3077,5,80 FE 00 18 60,00 00 00 01 00
3078,5,80 FE 00 18 00,00 00 00 01 04
3079,5,00 F4 00 1C C0,00 00 00 01 00
3080,5,C0 FE 00 1C 00,00 00 00 01 04
3081,5,C0 DC 00 1C 00,00 00 00 01 44
3082,8,83 DC 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
3084,5,C0 D4 00 18 00,00 00 00 01 0C
3085,5,80 DC 00 1C 00,00 00 00 01 8C
3086,5,C0 DC 00 1C 00,00 00 00 01 8C
3083,26,94 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 02 00 00 01 1F 80 00 00 61,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
3088,5,80 F6 00 18 00,00 00 00 01 84
3089,5,C0 D6 00 1C 00,00 00 00 01 84
3090,5,00 D6 00 1C A0,00 00 00 01 00
3091,5,80 D4 00 18 00,00 00 00 01 84
3092,5,80 FC 00 18 00,00 00 00 01 84
3093,5,C0 D4 00 18 00,00 00 00 01 84
3094,5,C0 F4 00 18 00,00 00 00 01 94
3095,5,80 D4 00 18 00,00 00 00 01 94
3096,8,C3 D4 00 1C 00 00 00 00,00 00 00 01 94 FF 00 04
3098,5,80 F4 00 1C 00,00 00 00 01 94
3099,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 FF 00 04
3100,68,BF D4 00 36 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 02 00 00 00 61 04 40 01 1F 04 40 01 20 02 C0 01 21 04 40 01 22 02 C0 01 24 02 C0 01 25 02 C0 01 26 02 40 01 27 02 40 01 28 02 40 01 29 02 40 01 2A 02 40 01 2B 02 40 01 2E 02 00 01
3101,68,FF FC 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 30 12 00 01 31 04 40 01 34 04 40 01 35 04 40 01 36 04 40 01 37 04 40 01 38 02 40 01 39 02 40 01 3A 02 40 01 3B 02 40 01 3C 02 40 01 3D 03 00 01 3E 00 40 01 42 00 40 01 43 00 40 01 44 00 40 01
3102,68,FF DC 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 45 00 40 01 46 04 00 01 47 04 00 01 48 06 00 01 49 04 00 01 4A 04 00 01 4B 04 00 01 4C 06 00 01 4D 04 00 01 4E 04 00 01 4F 04 00 01 50 04 00 01 51 02 00 01 53 02 00 01 54 02 00 01 55 02 00 01
3104,5,80 F4 00 18 00,00 00 00 01 94
3105,8,83 D4 00 1C 00 00 00 00,00 00 00 01 94 8E 00 04
3106,68,FF F6 00 36 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 6A 02 00 01 6B 02 00 01 6C 02 00 01 6D 02 00 01 6E 02 00 01 6F 02 00 01 70 02 00 01 71 02 00 01 72 02 00 01 73 02 00 01 74 14 00 01 76 02 00 01 77 00 00 01 78 00 00 01 7A 00 00 01 7B 00 00
3107,68,BF F6 00 36 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 7C 00 00 01 7D 00 00 01 7E 02 00 01 7F 02 00 01 80 00 00 01 81 02 40 01 82 06 00 01 84 05 40 01 85 10 00 01 86 02 00 01 88 02 00 01 89 00 00 01 8A 02 00 01 8B 02 00 01 8C 02 00 01 8F 02 00
3108,18,8F D4 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 90 12 00 01 91 06 00 01 92 22 00 01 2F
3109,5,C0 D4 00 18 00,00 00 00 01 84
3110,5,C0 FC 00 1C 00,00 00 00 01 84
3111,5,00 D4 00 1C 40,00 00 00 01 00
3112,5,80 FE 00 18 00,00 00 00 01 04
3113,5,00 FE 00 1C 40,00 00 00 01 00
3114,5,C0 DC 00 18 00,00 00 00 01 04
3115,5,80 D4 00 18 00,00 00 00 01 44
